"4 Weeks CY Value","Manufacturer","Product","Region","Retailer","DDMMMYY","CY % Time On Promo","4 Weeks Store Count","4 Weeks CY Ave Price Quantity","4 Weeks Volume Growth % ","4 Weeks CY Volume","4 Weeks Value Growth % ","4 Weeks CY % Sales On Promo"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Family","26 Jul 26",,"2.0","24.99",,"1.5",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Family","2 Aug 26",,"1.0","24.99",,"0.75",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Family","9 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Hypermarket","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Hypermarket","10 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Hypermarket","2 Aug 26",,"1.0","24.99",,"0.75",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Hypermarket","9 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Local","3 Aug 25",,,,"-1.0",,"-1.0",
"25.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","PnP Mini Market","2 Aug 26",,"1.0","25.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Free State","SuperSpar","2 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","17 Aug 25",,,,"-1.0",,"-1.0",
"99.96","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","26 Jul 26",,"4.0","24.99",,"3.0",,
"194.18","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","2 Aug 26","0.14285714285714285","7.0","24.2725",,"6.0",,"0.24065300236893603"
"149.94","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","9 Aug 26",,"6.0","24.99",,"4.5",,
"262.35","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Game","16 Aug 26","0.14285714285714285","7.0","17.490000000000002",,"11.25",,"0.4284734133790737"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","KwikSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","KwikSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"26.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","KwikSpar","2 Aug 26",,"1.0","26.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"79.42","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","26 Jul 26",,"4.0","19.855",,"3.0",,
"265.47","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","2 Aug 26","0.1111111111111111","9.0","17.698",,"11.25",,"0.04648359513316005"
"309.5","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","9 Aug 26","0.25","4.0","14.068181818181818",,"16.5",,"0.3296930533117932"
"248.01","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Corporate","16 Aug 26","0.16666666666666666","12.0","19.077692307692306",,"9.75",,"0.09951211644691746"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"324.87","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","26 Jul 26",,"9.0","24.990000000000002",,"9.75",,
"74.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","2 Aug 26",,"2.0","24.99",,"2.25",,
"149.94","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","9 Aug 26",,"5.0","24.99",,"4.5",,
"74.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Family","16 Aug 26",,"3.0","24.99",,"2.25",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Hypermarket","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Hypermarket","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Hypermarket","17 Aug 25",,,,"-1.0",,"-1.0",
"12.34","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Hypermarket","26 Jul 26","1.0","1.0","12.34",,"0.75",,"1.0"
"52.0","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Hypermarket","2 Aug 26","1.0","2.0","13.0",,"3.0",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Local","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Local","10 Aug 25",,,,"-1.0",,"-1.0",
"101.4","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Local","9 Aug 26",,"1.0","12.675",,"6.0",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Local","16 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Mini Market","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Mini Market","17 Aug 25",,,,"-1.0",,"-1.0",
"25.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Mini Market","26 Jul 26",,"1.0","25.99",,"0.75",,
"25.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Mini Market","2 Aug 26",,"1.0","25.99",,"0.75",,
"25.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","PnP Mini Market","9 Aug 26",,"1.0","25.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SaveMor","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Spar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Spar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Spar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Spar","17 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","Spar","9 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","26 Jul 26",,"1.0","24.99",,"0.75",,
"124.95","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","2 Aug 26",,"5.0","24.990000000000002",,"3.75",,
"206.92","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","9 Aug 26",,"6.0","25.865",,"6.0",,
"270.64","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Gauteng","SuperSpar","16 Aug 26",,"6.0","24.60363636363636",,"8.25",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","17 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","26 Jul 26",,"1.0","24.99",,"0.75",,
"97.46","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","2 Aug 26","0.25","4.0","24.365",,"3.0",,"0.23076133798481427"
"74.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","9 Aug 26",,"1.0","24.99",,"2.25",,
"-374.85","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","Game","16 Aug 26",,"1.0","24.990000000000002",,"-11.25",,
"88.02","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Clothing","2 Aug 26","1.0","1.0","12.574285714285713",,"5.25",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"346.92","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","26 Jul 26","0.5","8.0","13.876800000000001",,"18.75",,"0.6338348898881586"
"140.73","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","2 Aug 26","0.25","4.0","14.072999999999999",,"7.5",,"0.1800611099268102"
"37.7","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","9 Aug 26","1.0","1.0","12.566666666666668",,"2.25",,"1.0"
"52.0","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Corporate","16 Aug 26","1.0","1.0","13.0",,"3.0",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Family","26 Jul 26",,"2.0","24.99",,"1.5",,
"74.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Family","2 Aug 26",,"2.0","24.99",,"2.25",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Family","16 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Hypermarket","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Kwazulu-natal","PnP Hypermarket","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","Game","10 Aug 25",,,,"-1.0",,"-1.0",
"124.95","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","Game","26 Jul 26",,"4.0","24.990000000000002",,"3.75",,
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","Game","2 Aug 26",,"2.0","24.99",,"1.5",,
"74.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","Game","9 Aug 26",,"2.0","24.99",,"2.25",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Corporate","26 Jul 26",,"1.0","24.99",,"0.75",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Corporate","2 Aug 26",,"1.0","24.99",,"0.75",,
"50.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Corporate","16 Aug 26","0.5","2.0","16.996666666666666",,"2.25",,"0.5099039027260247"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"74.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","26 Jul 26",,"2.0","24.99",,"2.25",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","2 Aug 26",,"1.0","24.99",,"0.75",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","9 Aug 26",,"1.0","24.99",,"0.75",,
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","PnP Family","16 Aug 26",,"2.0","24.99",,"1.5",,
"25.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","Spar","9 Aug 26",,"1.0","25.99",,"0.75",,
"22.31","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","Spar","16 Aug 26",,"1.0","22.31",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","SuperSpar","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","SuperSpar","26 Jul 26",,"2.0","24.99",,"1.5",,
"103.96","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","SuperSpar","2 Aug 26",,"3.0","25.99",,"3.0",,
"51.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Limpopo","SuperSpar","16 Aug 26",,"2.0","25.99",,"1.5",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","Game","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","Game","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","Game","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Corporate","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Corporate","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Corporate","17 Aug 25",,,,"-1.0",,"-1.0",
"76.68","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Corporate","26 Jul 26","1.0","1.0","12.780000000000001",,"4.5",,"1.0"
"6.66","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Corporate","2 Aug 26","1.0","1.0","6.66",,"0.75",,"1.0"
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Family","2 Aug 26",,"1.0","24.99",,"1.5",,
"49.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Family","9 Aug 26",,"1.0","24.99",,"1.5",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Family","16 Aug 26",,"1.0","24.99",,"0.75",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","PnP Local","16 Aug 26",,"1.0","24.99",,"0.75",,
"129.95","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","Spar","26 Jul 26",,"1.0","25.99",,"3.75",,
"25.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","Spar","9 Aug 26",,"1.0","25.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","SuperSpar","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","SuperSpar","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","SuperSpar","17 Aug 25",,,,"-1.0",,"-1.0",
"47.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","SuperSpar","26 Jul 26",,"2.0","23.99",,"1.5",,
"72.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","SuperSpar","9 Aug 26",,"3.0","24.323333333333334",,"2.25",,
"99.96","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Mpumalanga","SuperSpar","16 Aug 26",,"3.0","24.99",,"3.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Cash & Carry","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","17 Aug 25",,,,"-1.0",,"-1.0",
"128.13","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","26 Jul 26",,"4.0","25.625999999999998",,"3.75",,
"53.98","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","2 Aug 26",,"1.0","26.99",,"1.5",,
"74.15","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","9 Aug 26",,"3.0","24.71666666666667",,"2.25",,
"101.14","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Checkers","16 Aug 26",,"4.0","25.285",,"3.0",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","OK Foods","27 Jul 25",,,,"-1.0",,"-1.0",
"83.97","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","OK Foods","26 Jul 26",,"1.0","27.99",,"2.25",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Corporate","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Family","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Family","3 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Family","10 Aug 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Family","17 Aug 25",,,,"-1.0",,"-1.0",
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Family","26 Jul 26",,"1.0","24.99",,"0.75",,
"24.99","Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","PnP Family","2 Aug 26",,"1.0","24.99",,"0.75",,
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Shoprite","27 Jul 25",,,,"-1.0",,"-1.0",
,"Adcock Ingram","Plush All Purpose Cleaner Cream Lavender 750ml","Non-sa","Shoprite","3 Aug 25",,,,"-1.0",,"-1.0",
